valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
22.63180358669204,22.197488217993563,49.99054170249355,3.3718337749792986,9.4,2.7134005698963857,0.5916203637271876,2.982004004130337,8.8,2.7228045562014986,2.772936862411019,2.823069151117922,,,,0.0009788917762353934,5.010440349578857,5118.482421875,5118.3356793830435,58078870902226944,450,163037184,85056000,1.09492950192978,468159,670.804626057492
