valid_ppl,test_ppl,epoch,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
20.271726366180403,19.882691108988443,39.86706181202371,71510761406988288,160,163037184,85056000,6.070093894198401,14884,164.34965538361797
