valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
21.96711802375568,21.504829826344555,49.99054170249355,6.218078404928913,5.6,5.065438978546899,1.0320614580103658,5.637803824946986,5.4,5.197520025361094,5.247755375413499,5.297990782084376,,,,0.0011247890800387991,3.399547576904297,3022.38671875,3022.326035318894,77799350205029376,450,163037184,85056000,1.1081329083810623,463894,669.2815899191348
