valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
22.050155208117317,21.572086639429305,49.99054170249355,3.9152986814159743,8.3,3.1624407501979612,0.679189216833993,3.4844587126508992,7.7,3.19119969457466,3.241351997273237,3.291504276779235,,,,0.0008749401641221797,3.9197285175323486,4479.99609375,4479.905604903465,77799350205029376,450,163037184,85056000,6.315249472347309,12558,144.05862107117827
