valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
22.248772077289527,21.786579678165786,49.99054170249355,3.3718337749792986,9.4,2.7134005698963857,0.5916203637271876,2.982004004130337,8.8,2.7228045562014986,2.772936862411019,2.823069151117922,,,,0.0008220344282828857,4.2071990966796875,5118.03271484375,5118.3356793830435,77800191542599680,450,163037184,85056000,0.9606313548943923,513832,565.918432137451
