valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
27.050996939213388,26.20878923062351,199.8670618120237,3.140646056231359,10.2,2.571724827839347,0.5635916107001386,2.7741265420191037,9.4,2.534833835409299,2.5849558668637043,2.635077975066349,,,,0.000316838343262866,4.412321090698242,13926.095703125,13925.514406173828,358504984415305728,800,163037184,85056000,1.5828663456674015,333818,344.8582179438645
