valid_ppl,test_ppl,epoch,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
20.27833983627157,19.88699436531254,39.86706181202371,71510761406988288,160,163037184,85056000,0.5307329007464077,692203,1024.117905522855
