valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
22.030520767182175,21.567128292965606,49.99054170249355,3.9152986814159743,8.3,3.1624407501979612,0.679189216833993,3.4844587126508992,7.7,3.19119969457466,3.241351997273237,3.291504276779235,,,,0.0008793581493946015,3.939521074295044,4479.99609375,4479.905604903465,77799350205029376,450,163037184,85056000,1.0155666842223816,494634,694.6988823837144
